"0.803127815650063 - 0.5958067738195497*I"
"0.7794301137430223 - 0.6264891840970646*I"
"0.929661888181427 - 0.3684138619311283*I"
"-0.12505650740346716 + 0.9921496207508759*I"
"0.9914403538894812 - 0.13056042539589813*I"
"0.05117301154753231 + 0.9986898031366963*I"
"0.8606011749361472 - 0.5092795084220246*I"
"-0.83321699447526 + 0.5529461457661757*I"
"-0.6881778980310017 + 0.7255419909706716*I"
"-0.6948259528407725 + 0.7191779301806789*I"
"-0.6426624721769136 + 0.7661494285421808*I"
"0.8003467138843131 - 0.5995374363412459*I"
"0.8683675453669084 - 0.4959211692935705*I"
"0.40468636344124925 - 0.9144555468937505*I"
"-0.6339242837639087 + 0.7733951140616716*I"
"0.9146468556489092 - 0.404253793367005*I"
"0.9114064821980179 - 0.411507258997315*I"
"0.543976488348019 - 0.8391004588990562*I"
"0.38932505858155875 - 0.9211004281621599*I"
"0.339489533297514 - 0.9406098323861409*I"
"0.8523264332594496 - 0.5230101826611726*I"
"-0.7472792226265719 + 0.6645101680415989*I"
"-0.554681276631598 + 0.8320629070895951*I"
"0.6467539064519449 - 0.7626987508113513*I"
"-0.015419732846341941 - 0.9998811088519445*I"
"0.6038511786919984 - 0.7970970794027105*I"
"0.6453548062730924 - 0.763882958325597*I"
"0.8260734693397253 - 0.5635624395336123*I"
"-0.48761768574114367 + 0.8730572676248091*I"
"0.9070194874738123 - 0.4210886478436448*I"
"-0.34754649071007904 + 0.9376627521636736*I"
"0.778207033536103 - 0.6280078128136499*I"
"0.4076752829495551 - 0.9131269701810618*I"
"0.8682178643511745 - 0.49618317184436134*I"
"0.8739715068244718 - 0.4859771653678882*I"
"0.9159811662447553 - 0.40122126449746337*I"
"0.5542481203039662 - 0.8323515009535124*I"
"0.5962324820335791 - 0.8028118256279754*I"
"0.927939607919826 - 0.3727305783721594*I"
"0.998075030988426 - 0.06201800156000933*I"
"-0.5676382204260635 + 0.8232781126154007*I"
"0.03606886240768154 + 0.999349306881563*I"
"0.7666201611085393 - 0.6421008710334865*I"
"0.7770404857876407 - 0.6294506203404299*I"
"-0.8183644483548059 + 0.5746995995030609*I"
"-0.7275314581655282 + 0.6860743235099129*I"
"0.553501624456424 - 0.8328480964282406*I"
"0.629843951088543 - 0.7767216987294855*I"
"0.7792957436130725 - 0.6266563204712713*I"
"-0.1236819901235838 + 0.9923219060965619*I"
"0.989742008056318 - 0.14286622235046015*I"
"0.7776285571996308 - 0.6287239672763113*I"
"-0.5934435137852655 + 0.8048756400502134*I"
"0.6233101210046738 - 0.7819747393958338*I"
"-0.6860299725986879 + 0.7275732792621554*I"
"0.9720326820580368 - 0.23484561952717478*I"
"-0.01439879457286719 - 0.9998963319839168*I"
"0.48282067436397624 - 0.8757192451960606*I"
"0.6431312972491386 - 0.7657559235805379*I"
"-0.34095932986007227 + 0.9400780474946814*I"
"0.9928193531522137 - 0.11962329207333314*I"
"0.9374363581632822 - 0.34815668081139023*I"
"0.971829967390403 - 0.23568308060191775*I"
"0.7439899809724965 - 0.6681907723192425*I"
"0.9573979683140657 - 0.28877176154904927*I"
"0.24101184932826392 + 0.9705221731024034*I"
"0.6969453940914807 - 0.7171241996019322*I"
"-0.9996860114956923 - 0.02505750226729969*I"
"-0.4856811242678723 + 0.8741360566467538*I"
"-0.09299425465677635 + 0.9956666453190404*I"
"0.6084453445341118 - 0.7935957804290589*I"
"0.7264639206896768 - 0.6872046070394349*I"
"0.7737744368495996 - 0.6334612228685559*I"
"0.8501530091822598 - 0.5265357167167196*I"
"-0.6865231279077207 + 0.727107966431286*I"
"-0.5532181254024546 + 0.8330364372140241*I"
"0.5996789015391181 - 0.8002407231882652*I"
"0.7371182965202255 - 0.6757637286323979*I"
"0.40514149670155863 - 0.9142539951514901*I"
"0.7617789573418983 - 0.647837032093049*I"
"-0.9580334275237312 - 0.2866565048052659*I"
"-0.9994709054988141 - 0.03252551400701016*I"
"0.06530321391476111 + 0.99786546701068*I"
"0.5734647029676035 - 0.819230269491013*I"
"0.6307179946279816 - 0.7760121205577247*I"
"0.868489800371619 - 0.4957070371202176*I"
"-0.8207527890391836 + 0.5712835191780353*I"
"-0.804277149636422 + 0.5942543786736045*I"
"-0.7505895067583546 + 0.6607687888696692*I"
"-0.27384859470275946 - 0.9617728147433587*I"
"0.8648002561516159 - 0.5021160393376604*I"
"-0.11840411684561229 + 0.9929654903943287*I"
"0.9952805558278339 - 0.09703924562297958*I"
"-0.5970450686053735 + 0.8022076950852838*I"
"-0.136083527920071 + 0.9906973672261706*I"
"0.5415356939563728 - 0.8406777576284676*I"
"0.9371465436724196 - 0.3489360337982833*I"
"-0.48845532056365787 + 0.8725889065379486*I"
"-0.0193425210201465 + 0.9998129159400893*I"
"0.48718444717317055 - 0.8732990979227053*I"
"0.4995546090520941 - 0.8662823977057643*I"
"0.787559477181829 - 0.6162386468740197*I"
"0.06961808034901255 - 0.9975737180221604*I"
"0.9076869619939982 - 0.41964792269966483*I"
"-0.9320940869493347 + 0.36221625180839634*I"
"0.33366682342037957 - 0.9426910686691535*I"
"0.33780820019841756 - 0.9412149700672761*I"
"0.8039671821258647 - 0.5946736668666558*I"
"0.9381077672958776 - 0.34634349559242633*I"
"0.9974316781737785 - 0.07162434904051362*I"
"-0.9997024008134845 - 0.024394872571761518*I"
"-0.12148378374050421 + 0.99259341640378*I"
