"-0.13916901581488023 + 0.9902686428629499*I"
"-0.13916901581488023 - 0.9902686428629499*I"
"-0.14682926634076832 + 0.9891618505312136*I"
"-0.14682926634076832 - 0.9891618505312136*I"
"-0.2523248986674871 + 0.9676425711557668*I"
"-0.2523248986674871 - 0.9676425711557668*I"
"-0.14009525571609052 + 0.9901380304413688*I"
"-0.14009525571609052 - 0.9901380304413688*I"
"-0.20450242563528181 + 0.9788660571854275*I"
"-0.20450242563528181 - 0.9788660571854275*I"
"-0.1450378622034469 + 0.9894261056430192*I"
"-0.1450378622034469 - 0.9894261056430192*I"
"-0.14550990089280638 + 0.9893567954699763*I"
"-0.14550990089280638 - 0.9893567954699763*I"
"-0.2047392010948453 + 0.9788165607178356*I"
"-0.2047392010948453 - 0.9788165607178356*I"
"-0.14407714869116472 + 0.9895664582156518*I"
"-0.14407714869116472 - 0.9895664582156518*I"
"-0.1418691547434469 + 0.989885419092948*I"
"-0.1418691547434469 - 0.989885419092948*I"
"-0.20427586419197574 + 0.9789133625143016*I"
"-0.20427586419197574 - 0.9789133625143016*I"
"-0.20489723848313332 + 0.9787834906977189*I"
"-0.20489723848313332 - 0.9787834906977189*I"
"-0.14520854848306097 + 0.989401070066061*I"
"-0.14520854848306097 - 0.989401070066061*I"
"-0.2039997491389784 + 0.9789709405041892*I"
"-0.2039997491389784 - 0.9789709405041892*I"
"-0.2032503505492554 + 0.9791268023101113*I"
"-0.2032503505492554 - 0.9791268023101113*I"
"0.253270059427537 + 0.9673956155565249*I"
"0.253270059427537 - 0.9673956155565249*I"
"-0.14200922454711645 + 0.9898653343480317*I"
"-0.14200922454711645 - 0.9898653343480317*I"
"-0.20375536503067243 + 0.9790218338840188*I"
"-0.20375536503067243 - 0.9790218338840188*I"
"-0.1433600517875841 + 0.9896705995187841*I"
"-0.1433600517875841 - 0.9896705995187841*I"
"0.25506702471103465 + 0.9669233748883378*I"
"0.25506702471103465 - 0.9669233748883378*I"
"-0.14554421373812498 + 0.9893517482916447*I"
"-0.14554421373812498 - 0.9893517482916447*I"
"-0.24915027779758364 + 0.9684648362608573*I"
"-0.24915027779758364 - 0.9684648362608573*I"
"0.24465045533105634 + 0.9696113420885134*I"
"0.24465045533105634 - 0.9696113420885134*I"
"0.14073019935028475 + 0.9900479841862253*I"
"0.14073019935028475 - 0.9900479841862253*I"
"0.25631460001999673 + 0.9665934128768767*I"
"0.25631460001999673 - 0.9665934128768767*I"
"0.1469573204119222 + 0.9891428339616714*I"
"0.1469573204119222 - 0.9891428339616714*I"
"-0.1470845658949806 + 0.9891239206873191*I"
"-0.1470845658949806 - 0.9891239206873191*I"
"-0.2422798527743914 + 0.9702064073896759*I"
"-0.2422798527743914 - 0.9702064073896759*I"
"-0.255761559972297 + 0.9667398949256714*I"
"-0.255761559972297 - 0.9667398949256714*I"
"0.14472070379981472 + 0.9894725452947378*I"
"0.14472070379981472 - 0.9894725452947378*I"
"0.19613986062137995 + 0.9805759302959588*I"
"0.19613986062137995 - 0.9805759302959588*I"
"0.19491903221116771 + 0.9808193365152466*I"
"0.19491903221116771 - 0.9808193365152466*I"
"0.2555070096730806 + 0.9668072031218352*I"
"0.2555070096730806 - 0.9668072031218352*I"
"-0.14387749428340565 + 0.9895955065778506*I"
"-0.14387749428340565 - 0.9895955065778506*I"
"0.14707266327352336 + 0.989125690556046*I"
"0.14707266327352336 - 0.989125690556046*I"
"0.1459143924947019 + 0.9892972202848058*I"
"0.1459143924947019 - 0.9892972202848058*I"
"-0.19990719074912933 + 0.9798148371438006*I"
"-0.19990719074912933 - 0.9798148371438006*I"
"0.14673252549868204 + 0.9891762057192424*I"
"0.14673252549868204 - 0.9891762057192424*I"
"0.14789038808170063 + 0.98900375788638*I"
"0.14789038808170063 - 0.98900375788638*I"
"0.22346217311659064 + 0.974712602353303*I"
"0.22346217311659064 - 0.974712602353303*I"
"0.25509939957680683 + 0.9669148340654864*I"
"0.25509939957680683 - 0.9669148340654864*I"
"-0.19195468416010794 + 0.9814037901034044*I"
"-0.19195468416010794 - 0.9814037901034044*I"
"0.2363040106321752 + 0.9716791726488128*I"
"0.2363040106321752 - 0.9716791726488128*I"
"0.35711662189511445 + 0.9340598044914203*I"
"0.35711662189511445 - 0.9340598044914203*I"
"-0.2622438334115178 + 0.9650016434379578*I"
"-0.2622438334115178 - 0.9650016434379578*I"
"-0.20182629640910774 + 0.9794213322559956*I"
"-0.20182629640910774 - 0.9794213322559956*I"
"0.20791808643780463 + 0.9781462412811106*I"
"0.20791808643780463 - 0.9781462412811106*I"
"-0.14169038130501918 + 0.989911024206701*I"
"-0.14169038130501918 - 0.989911024206701*I"
"-0.24588201609252905 + 0.9692997648625489*I"
"-0.24588201609252905 - 0.9692997648625489*I"
"0.20405649195690356 + 0.9789591146164172*I"
"0.20405649195690356 - 0.9789591146164172*I"
"-0.14778203189421155 + 0.9890199548287837*I"
"-0.14778203189421155 - 0.9890199548287837*I"
"0.14640211772037248 + 0.9892251613901158*I"
"0.14640211772037248 - 0.9892251613901158*I"
"0.14734707291399363 + 0.9890848498000505*I"
"0.14734707291399363 - 0.9890848498000505*I"
"-0.138986969056784 + 0.990294210036955*I"
"-0.138986969056784 - 0.990294210036955*I"
"-0.2336496997893357 + 0.972320840972084*I"
"-0.2336496997893357 - 0.972320840972084*I"
"0.14557472584082315 + 0.9893472591545783*I"
"0.14557472584082315 - 0.9893472591545783*I"
"-0.20192282225046987 + 0.9794014365186074*I"
"-0.20192282225046987 - 0.9794014365186074*I"
"0.259296404195337 + 0.9657977918651851*I"
"0.259296404195337 - 0.9657977918651851*I"
"-0.19632379159870889 + 0.9805391215309063*I"
"-0.19632379159870889 - 0.9805391215309063*I"
"0.24858063269321387 + 0.9686112063413966*I"
"0.24858063269321387 - 0.9686112063413966*I"
"0.18634960327876587 + 0.9824834987714237*I"
"0.18634960327876587 - 0.9824834987714237*I"
"0.2400843419363443 + 0.9707520325795264*I"
"0.2400843419363443 - 0.9707520325795264*I"
"-0.2556524906516694 + 0.9667687438182344*I"
"-0.2556524906516694 - 0.9667687438182344*I"
"-0.19660588183446498 + 0.9804825991461451*I"
"-0.19660588183446498 - 0.9804825991461451*I"
"-0.1465231239546305 + 0.9892072452963856*I"
"-0.1465231239546305 - 0.9892072452963856*I"
